Player_ID,Position,LS_Current,LS_Potential,ST_Current,ST_Potential,RS_Current,RS_Potential,LW_Current,LW_Potential,LF_Current,LF_Potential,CF_Current,CF_Potential,RF_Current,RF_Potential,RW_Current,RW_Potential,LAM_Current,LAM_Potential,CAM_Current,CAM_Potential,RAM_Current,RAM_Potential,LM_Current,LM_Potential,LCM_Current,LCM_Potential,CM_Current,CM_Potential,RCM_Current,RCM_Potential,RM_Current,RM_Potential,LWB_Current,LWB_Potential,LDM_Current,LDM_Potential,CDM_Current,CDM_Potential,RDM_Current,RDM_Potential,RWB_Current,RWB_Potential,LB_Current,LB_Potential,LCB_Current,LCB_Potential,CB_Current,CB_Potential,RCB_Current,RCB_Potential,RB_Current,RB_Potential
224865,ST,62,64,62,64,62,64,63,65,63,65,63,65,63,65,63,65,63,65,63,65,63,65,63,65,56,58,56,58,56,58,63,65,44,46,43,45,43,45,43,45,44,46,41,43,37,39,37,39,37,39,41,43
224869,RCB,55,57,55,57,55,57,59,61,57,59,57,59,57,59,59,61,58,60,58,60,58,60,62,64,62,64,62,64,62,64,62,64,72,74,70,72,70,72,70,72,72,74,73,75,73,75,73,75,73,75,73,75
224870,LS,59,61,59,61,59,61,54,56,56,58,56,58,56,58,54,56,53,55,53,55,53,55,51,53,46,48,46,48,46,48,51,53,37,39,36,38,36,38,36,38,37,39,36,38,35,37,35,37,35,37,36,38
224874,ST,62,64,62,64,62,64,61,63,61,63,61,63,61,63,61,63,59,61,59,61,59,61,59,61,50,52,50,52,50,52,59,61,44,46,40,42,40,42,40,42,44,46,42,44,38,40,38,40,38,40,42,44
224875,CDM,56,58,56,58,56,58,57,59,56,58,56,58,56,58,57,59,58,60,58,60,58,60,58,60,59,61,59,61,59,61,58,60,61,63,64,66,64,66,64,66,61,63,62,64,66,68,66,68,66,68,62,64
224876,CB,48,50,48,50,48,50,41,43,43,45,43,45,43,45,41,43,42,44,42,44,42,44,43,45,47,49,47,49,47,49,43,45,56,58,59,61,59,61,59,61,56,58,59,61,67,69,67,69,67,69,59,61
224883,RS,73,75,73,75,73,75,67,69,69,71,69,71,69,71,67,69,67,69,67,69,67,69,66,68,63,65,63,65,63,65,66,68,55,57,56,58,56,58,56,58,55,57,54,56,56,58,56,58,56,58,54,56
224885,LB,54,56,54,56,54,56,63,65,59,61,59,61,59,61,63,65,62,64,62,64,62,64,66,68,64,66,64,66,64,66,66,68,70,72,67,69,67,69,67,69,70,72,69,71,66,68,66,68,66,68,69,71
224887,ST,60,62,60,62,60,62,57,59,59,61,59,61,59,61,57,59,56,58,56,58,56,58,56,58,47,49,47,49,47,49,56,58,41,43,37,39,37,39,37,39,41,43,39,41,35,37,35,37,35,37,39,41
224894,CM,56,58,56,58,56,58,60,62,59,61,59,61,59,61,60,62,60,62,60,62,60,62,60,62,59,61,59,61,59,61,60,62,57,59,55,57,55,57,55,57,57,59,56,58,50,52,50,52,50,52,56,58
224895,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
224900,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
224905,CB,52,54,52,54,52,54,49,51,50,52,50,52,50,52,49,51,49,51,49,51,49,51,48,50,47,49,47,49,47,49,48,50,48,50,46,48,46,48,46,48,48,50,49,51,50,52,50,52,50,52,49,51
224909,LCB,57,59,57,59,57,59,53,55,54,56,54,56,54,56,53,55,55,57,55,57,55,57,55,57,59,61,59,61,59,61,55,57,64,66,68,70,68,70,68,70,64,66,67,69,73,75,73,75,73,75,67,69
224915,LM,56,58,56,58,56,58,62,64,60,62,60,62,60,62,62,64,60,62,60,62,60,62,62,64,54,56,54,56,54,56,62,64,48,50,43,45,43,45,43,45,48,50,45,47,35,37,35,37,35,37,45,47
224916,RS,61,63,61,63,61,63,62,64,61,63,61,63,61,63,62,64,61,63,61,63,61,63,62,64,55,57,55,57,55,57,62,64,46,48,43,45,43,45,43,45,46,48,44,46,37,39,37,39,37,39,44,46
224921,LB,59,61,59,61,59,61,63,65,61,63,61,63,61,63,63,65,62,64,62,64,62,64,65,67,63,65,63,65,63,65,65,67,71,73,69,71,69,71,69,71,71,73,71,73,70,72,70,72,70,72,71,73
224930,RCM,56,58,56,58,56,58,57,59,59,61,59,61,59,61,57,59,60,62,60,62,60,62,60,62,64,66,64,66,64,66,60,62,63,65,66,68,66,68,66,68,63,65,63,65,65,67,65,67,65,67,63,65
224933,ST,76,78,76,78,76,78,74,76,75,77,75,77,75,77,74,76,72,74,72,74,72,74,72,74,63,65,63,65,63,65,72,74,53,55,48,50,48,50,48,50,53,55,51,53,43,45,43,45,43,45,51,53
224942,LM,56,58,56,58,56,58,58,60,57,59,57,59,57,59,58,60,58,60,58,60,58,60,59,61,55,57,55,57,55,57,59,61,52,54,50,52,50,52,50,52,52,54,51,53,48,50,48,50,48,50,51,53
224947,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
224949,LM,64,66,64,66,64,66,70,72,67,69,67,69,67,69,70,72,64,66,64,66,64,66,69,71,58,60,58,60,58,60,69,71,60,62,52,54,52,54,52,54,60,62,57,59,46,48,46,48,46,48,57,59
224953,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
224956,CAM,60,62,60,62,60,62,66,68,65,67,65,67,65,67,66,68,66,68,66,68,66,68,66,68,63,65,63,65,63,65,66,68,55,57,53,55,53,55,53,55,55,57,51,53,45,47,45,47,45,47,51,53
224962,RM,63,65,63,65,63,65,68,70,66,68,66,68,66,68,68,70,64,66,64,66,64,66,66,68,56,58,56,58,56,58,66,68,50,52,43,45,43,45,43,45,50,52,47,49,36,38,36,38,36,38,47,49
224965,ST,63,65,63,65,63,65,58,60,60,62,60,62,60,62,58,60,57,59,57,59,57,59,57,59,52,54,52,54,52,54,57,59,45,47,44,46,44,46,44,46,45,47,43,45,43,45,43,45,43,45,43,45
224967,RM,70,72,70,72,70,72,69,71,70,72,70,72,70,72,69,71,68,70,68,70,68,70,67,69,61,63,61,63,61,63,67,69,54,56,51,53,51,53,51,53,54,56,53,55,51,53,51,53,51,53,53,55
224969,ST,63,65,63,65,63,65,64,66,62,64,62,64,62,64,64,66,61,63,61,63,61,63,63,65,56,58,56,58,56,58,63,65,56,58,52,54,52,54,52,54,56,58,55,57,54,56,54,56,54,56,55,57
224970,RM,63,65,63,65,63,65,68,70,66,68,66,68,66,68,68,70,67,69,67,69,67,69,67,69,61,63,61,63,61,63,67,69,55,57,51,53,51,53,51,53,55,57,52,54,45,47,45,47,45,47,52,54
224973,CAM,63,65,63,65,63,65,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,63,65,63,65,63,65,65,67,61,63,60,62,60,62,60,62,61,63,59,61,57,59,57,59,57,59,59,61
224977,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
224980,RB,57,59,57,59,57,59,60,62,58,60,58,60,58,60,60,62,58,60,58,60,58,60,62,64,58,60,58,60,58,60,62,64,66,68,63,65,63,65,63,65,66,68,66,68,64,66,64,66,64,66,66,68
224981,CM,58,60,58,60,58,60,57,59,60,62,60,62,60,62,57,59,61,63,61,63,61,63,58,60,63,65,63,65,63,65,58,60,59,61,64,66,64,66,64,66,59,61,59,61,63,65,63,65,63,65,59,61
224982,CM,54,56,54,56,54,56,59,61,57,59,57,59,57,59,59,61,60,62,60,62,60,62,60,62,61,63,61,63,61,63,60,62,59,61,59,61,59,61,59,61,59,61,58,60,57,59,57,59,57,59,58,60
224986,CB,51,53,51,53,51,53,49,51,49,51,49,51,49,51,49,51,50,52,50,52,50,52,52,54,56,58,56,58,56,58,52,54,63,65,64,66,64,66,64,66,63,65,64,66,67,69,67,69,67,69,64,66
224987,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
224995,RB,53,55,53,55,53,55,61,63,57,59,57,59,57,59,61,63,57,59,57,59,57,59,63,65,56,58,56,58,56,58,63,65,66,68,60,62,60,62,60,62,66,68,66,68,59,61,59,61,59,61,66,68
225001,ST,55,57,55,57,55,57,49,51,52,54,52,54,52,54,49,51,50,52,50,52,50,52,48,50,45,47,45,47,45,47,48,50,37,39,37,39,37,39,37,39,37,39,37,39,37,39,37,39,37,39,37,39
225009,LCM,48,50,48,50,48,50,51,53,52,54,52,54,52,54,51,53,56,58,56,58,56,58,54,56,61,63,61,63,61,63,54,56,59,61,65,67,65,67,65,67,59,61,58,60,61,63,61,63,61,63,58,60
225013,CB,59,61,59,61,59,61,57,59,58,60,58,60,58,60,57,59,58,60,58,60,58,60,58,60,62,64,62,64,62,64,58,60,62,64,65,67,65,67,65,67,62,64,62,64,68,70,68,70,68,70,62,64
225014,RW,58,60,58,60,58,60,63,65,62,64,62,64,62,64,63,65,64,66,64,66,64,66,62,64,60,62,60,62,60,62,62,64,54,56,53,55,53,55,53,55,54,56,53,55,47,49,47,49,47,49,53,55
225015,RB,43,45,43,45,43,45,50,52,45,47,45,47,45,47,50,52,45,47,45,47,45,47,50,52,46,48,46,48,46,48,50,52,58,60,54,56,54,56,54,56,58,60,59,61,58,60,58,60,58,60,59,61
225016,CM,62,64,62,64,62,64,63,65,62,64,62,64,62,64,63,65,63,65,63,65,63,65,65,67,64,66,64,66,64,66,65,67,67,69,65,67,65,67,65,67,67,69,66,68,64,66,64,66,64,66,66,68
225018,ST,76,78,76,78,76,78,72,74,74,76,74,76,74,76,72,74,72,74,72,74,72,74,72,74,68,70,68,70,68,70,72,74,63,65,62,64,62,64,62,64,63,65,61,63,60,62,60,62,60,62,61,63
225024,CB,58,60,58,60,58,60,61,63,59,61,59,61,59,61,61,63,61,63,61,63,61,63,63,65,65,67,65,67,65,67,63,65,71,73,72,74,72,74,72,74,71,73,72,74,74,76,74,76,74,76,72,74
225026,CB,49,51,49,51,49,51,53,55,51,53,51,53,51,53,53,55,53,55,53,55,53,55,56,58,57,59,57,59,57,59,56,58,62,64,62,64,62,64,62,64,62,64,62,64,62,64,62,64,62,64,62,64
225028,CM,67,69,67,69,67,69,67,69,70,72,70,72,70,72,67,69,72,74,72,74,72,74,67,69,75,77,75,77,75,77,67,69,66,68,74,76,74,76,74,76,66,68,66,68,70,72,70,72,70,72,66,68
225034,CB,48,50,48,50,48,50,50,52,49,51,49,51,49,51,50,52,50,52,50,52,50,52,53,55,54,56,54,56,54,56,53,55,62,64,62,64,62,64,62,64,62,64,64,66,66,68,66,68,66,68,64,66
225036,ST,62,64,62,64,62,64,58,60,59,61,59,61,59,61,58,60,58,60,58,60,58,60,57,59,53,55,53,55,53,55,57,59,43,45,43,45,43,45,43,45,43,45,42,44,41,43,41,43,41,43,42,44
225050,CB,45,47,45,47,45,47,41,43,42,44,42,44,42,44,41,43,41,43,41,43,41,43,43,45,46,48,46,48,46,48,43,45,56,58,58,60,58,60,58,60,56,58,58,60,65,67,65,67,65,67,58,60
225051,CB,40,42,40,42,40,42,39,41,38,40,38,40,38,40,39,41,38,40,38,40,38,40,40,42,40,42,40,42,40,42,40,42,52,54,51,53,51,53,51,53,52,54,54,56,59,61,59,61,59,61,54,56
225060,CB,55,57,55,57,55,57,51,53,51,53,51,53,51,53,51,53,50,52,50,52,50,52,51,53,53,55,53,55,53,55,51,53,63,65,64,66,64,66,64,66,63,65,66,68,72,74,72,74,72,74,66,68
225061,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
225067,LM,55,57,55,57,55,57,60,62,58,60,58,60,58,60,60,62,57,59,57,59,57,59,59,61,52,54,52,54,52,54,59,61,49,51,45,47,45,47,45,47,49,51,47,49,40,42,40,42,40,42,47,49
225068,RM,53,55,53,55,53,55,56,58,54,56,54,56,54,56,56,58,53,55,53,55,53,55,55,57,48,50,48,50,48,50,55,57,51,53,45,47,45,47,45,47,51,53,50,52,44,46,44,46,44,46,50,52
225071,CDM,62,64,62,64,62,64,64,66,63,65,63,65,63,65,64,66,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,63,65,64,66,64,66,64,66,63,65,62,64,61,63,61,63,61,63,62,64
225072,RB,50,52,50,52,50,52,53,55,52,54,52,54,52,54,53,55,52,54,52,54,52,54,56,58,55,57,55,57,55,57,56,58,62,64,61,63,61,63,61,63,62,64,63,65,64,66,64,66,64,66,63,65
225075,RS,63,65,63,65,63,65,61,63,62,64,62,64,62,64,61,63,60,62,60,62,60,62,59,61,51,53,51,53,51,53,59,61,43,45,40,42,40,42,40,42,43,45,41,43,37,39,37,39,37,39,41,43
225079,RDM,56,58,56,58,56,58,61,63,60,62,60,62,60,62,61,63,61,63,61,63,61,63,62,64,60,62,60,62,60,62,62,64,56,58,53,55,53,55,53,55,56,58,55,57,47,49,47,49,47,49,55,57
225085,LM,70,72,70,72,70,72,73,75,72,74,72,74,72,74,73,75,71,73,71,73,71,73,72,74,65,67,65,67,65,67,72,74,57,59,53,55,53,55,53,55,57,59,54,56,46,48,46,48,46,48,54,56
225087,RB,50,52,50,52,50,52,55,57,53,55,53,55,53,55,55,57,53,55,53,55,53,55,56,58,51,53,51,53,51,53,56,58,57,59,52,54,52,54,52,54,57,59,56,58,51,53,51,53,51,53,56,58
225089,LM,60,62,60,62,60,62,62,64,61,63,61,63,61,63,62,64,61,63,61,63,61,63,60,62,56,58,56,58,56,58,60,62,49,51,46,48,46,48,46,48,49,51,48,50,43,45,43,45,43,45,48,50
225090,ST,62,64,62,64,62,64,60,62,61,63,61,63,61,63,60,62,58,60,58,60,58,60,57,59,49,51,49,51,49,51,57,59,41,43,38,40,38,40,38,40,41,43,39,41,35,37,35,37,35,37,39,41
225100,CB,56,58,56,58,56,58,62,64,59,61,59,61,59,61,62,64,60,62,60,62,60,62,65,67,63,65,63,65,63,65,65,67,75,77,72,74,72,74,72,74,75,77,76,78,76,78,76,78,76,78,76,78
225101,CM,55,57,55,57,55,57,60,62,59,61,59,61,59,61,60,62,62,64,62,64,62,64,62,64,63,65,63,65,63,65,62,64,59,61,59,61,59,61,59,61,59,61,57,59,53,55,53,55,53,55,57,59
225102,LB,50,52,50,52,50,52,49,51,49,51,49,51,49,51,49,51,49,51,49,51,49,51,51,53,53,55,53,55,53,55,51,53,57,59,57,59,57,59,57,59,57,59,57,59,58,60,58,60,58,60,57,59
225105,ST,65,67,65,67,65,67,66,68,66,68,66,68,66,68,66,68,66,68,66,68,66,68,65,67,61,63,61,63,61,63,65,67,51,53,51,53,51,53,51,53,51,53,49,51,45,47,45,47,45,47,49,51
225106,RCB,55,57,55,57,55,57,57,59,58,60,58,60,58,60,57,59,60,62,60,62,60,62,61,63,64,66,64,66,64,66,61,63,66,68,68,70,68,70,68,70,66,68,66,68,68,70,68,70,68,70,66,68
225114,ST,70,72,70,72,70,72,72,74,71,73,71,73,71,73,72,74,71,73,71,73,71,73,71,73,65,67,65,67,65,67,71,73,57,59,53,55,53,55,53,55,57,59,53,55,47,49,47,49,47,49,53,55
225115,LCM,62,64,62,64,62,64,66,68,65,67,65,67,65,67,66,68,66,68,66,68,66,68,66,68,66,68,66,68,66,68,66,68,66,68,65,67,65,67,65,67,66,68,65,67,63,65,63,65,63,65,65,67
225116,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
225117,CM,60,62,60,62,60,62,64,66,63,65,63,65,63,65,64,66,64,66,64,66,64,66,64,66,64,66,64,66,64,66,64,66,64,66,64,66,64,66,64,66,64,66,64,66,60,62,60,62,60,62,64,66
225121,ST,66,68,66,68,66,68,65,67,65,67,65,67,65,67,65,67,64,66,64,66,64,66,64,66,58,60,58,60,58,60,64,66,51,53,48,50,48,50,48,50,51,53,49,51,45,47,45,47,45,47,49,51
225125,RM,58,60,58,60,58,60,61,63,59,61,59,61,59,61,61,63,59,61,59,61,59,61,61,63,54,56,54,56,54,56,61,63,54,56,49,51,49,51,49,51,54,56,52,54,47,49,47,49,47,49,52,54
225126,RCM,67,69,67,69,67,69,68,70,68,70,68,70,68,70,68,70,69,71,69,71,69,71,69,71,72,74,72,74,72,74,69,71,74,76,75,77,75,77,75,77,74,76,74,76,75,77,75,77,75,77,74,76
225127,CB,34,36,34,36,34,36,32,34,31,33,31,33,31,33,32,34,31,33,31,33,31,33,34,36,34,36,34,36,34,36,34,36,45,47,45,47,45,47,45,47,45,47,47,49,53,55,53,55,53,55,47,49
225128,CM,60,62,60,62,60,62,62,64,62,64,62,64,62,64,62,64,63,65,63,65,63,65,63,65,64,66,64,66,64,66,63,65,61,63,61,63,61,63,61,63,61,63,59,61,56,58,56,58,56,58,59,61
225134,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
225136,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
225139,CAM,63,65,63,65,63,65,73,75,70,72,70,72,70,72,73,75,72,74,72,74,72,74,72,74,67,69,67,69,67,69,72,74,56,58,54,56,54,56,54,56,56,58,52,54,43,45,43,45,43,45,52,54
225144,RW,73,75,73,75,73,75,78,80,78,80,78,80,78,80,78,80,77,79,77,79,77,79,76,78,69,71,69,71,69,71,76,78,57,59,52,54,52,54,52,54,57,59,53,55,42,44,42,44,42,44,53,55
225145,RB,53,55,53,55,53,55,60,62,57,59,57,59,57,59,60,62,59,61,59,61,59,61,63,65,62,64,62,64,62,64,63,65,69,71,67,69,67,69,67,69,69,71,70,72,68,70,68,70,68,70,70,72
225146,RCM,59,61,59,61,59,61,60,62,60,62,60,62,60,62,60,62,60,62,60,62,60,62,61,63,61,63,61,63,61,63,61,63,62,64,64,66,64,66,64,66,62,64,62,64,64,66,64,66,64,66,62,64
225147,RB,52,54,52,54,52,54,59,61,56,58,56,58,56,58,59,61,58,60,58,60,58,60,62,64,60,62,60,62,60,62,62,64,68,70,65,67,65,67,65,67,68,70,67,69,64,66,64,66,64,66,67,69
225149,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
225150,RM,61,63,61,63,61,63,67,69,65,67,65,67,65,67,67,69,66,68,66,68,66,68,66,68,58,60,58,60,58,60,66,68,48,50,45,47,45,47,45,47,48,50,45,47,36,38,36,38,36,38,45,47
225151,CM,63,65,63,65,63,65,67,69,68,70,68,70,68,70,67,69,70,72,70,72,70,72,68,70,71,73,71,73,71,73,68,70,66,68,69,71,69,71,69,71,66,68,66,68,65,67,65,67,65,67,66,68
225152,CAM,67,69,67,69,67,69,64,66,67,69,67,69,67,69,64,66,66,68,66,68,66,68,64,66,64,66,64,66,64,66,64,66,54,56,56,58,56,58,56,58,54,56,52,54,52,54,52,54,52,54,52,54
225161,CB,56,58,56,58,56,58,55,57,55,57,55,57,55,57,55,57,56,58,56,58,56,58,58,60,62,64,62,64,62,64,58,60,70,72,73,75,73,75,73,75,70,72,72,74,76,78,76,78,76,78,72,74
225168,CAM,57,59,57,59,57,59,62,64,62,64,62,64,62,64,62,64,64,66,64,66,64,66,62,64,61,63,61,63,61,63,62,64,52,54,52,54,52,54,52,54,52,54,50,52,43,45,43,45,43,45,50,52
225169,RM,63,65,63,65,63,65,67,69,66,68,66,68,66,68,67,69,65,67,65,67,65,67,65,67,58,60,58,60,58,60,65,67,50,52,46,48,46,48,46,48,50,52,47,49,40,42,40,42,40,42,47,49
225174,RDM,62,64,62,64,62,64,64,66,64,66,64,66,64,66,64,66,66,68,66,68,66,68,65,67,68,70,68,70,68,70,65,67,65,67,66,68,66,68,66,68,65,67,64,66,62,64,62,64,62,64,64,66
225176,LB,41,43,41,43,41,43,40,42,40,42,40,42,40,42,40,42,37,39,37,39,37,39,42,44,39,41,39,41,39,41,42,44,54,56,50,52,50,52,50,52,54,56,57,59,58,60,58,60,58,60,57,59
225182,RM,66,68,66,68,66,68,73,75,71,73,71,73,71,73,73,75,73,75,73,75,73,75,72,74,68,70,68,70,68,70,72,74,59,61,56,58,56,58,56,58,59,61,57,59,49,51,49,51,49,51,57,59
225187,CAM,66,68,66,68,66,68,64,66,66,68,66,68,66,68,64,66,66,68,66,68,66,68,65,67,67,69,67,69,67,69,65,67,59,61,62,64,62,64,62,64,59,61,58,60,59,61,59,61,59,61,58,60
225189,RW,58,60,58,60,58,60,60,62,60,62,60,62,60,62,60,62,60,62,60,62,60,62,61,63,59,61,59,61,59,61,61,63,57,59,55,57,55,57,55,57,57,59,56,58,53,55,53,55,53,55,56,58
225191,CB,43,45,43,45,43,45,44,46,42,44,42,44,42,44,44,46,43,45,43,45,43,45,47,49,47,49,47,49,47,49,47,49,58,60,58,60,58,60,58,60,58,60,60,62,63,65,63,65,63,65,60,62
225193,CM,69,71,69,71,69,71,69,71,71,73,71,73,71,73,69,71,72,74,72,74,72,74,70,72,74,76,74,76,74,76,70,72,68,70,72,74,72,74,72,74,68,70,68,70,70,72,70,72,70,72,68,70
225198,CB,45,47,45,47,45,47,44,46,44,46,44,46,44,46,44,46,43,45,43,45,43,45,45,47,43,45,43,45,43,45,45,47,54,56,53,55,53,55,53,55,54,56,56,58,61,63,61,63,61,63,56,58
225199,CM,67,69,67,69,67,69,74,76,73,75,73,75,73,75,74,76,75,77,75,77,75,77,75,77,75,77,75,77,75,77,75,77,73,75,73,75,73,75,73,75,73,75,72,74,65,67,65,67,65,67,72,74
225200,RM,64,66,64,66,64,66,66,68,65,67,65,67,65,67,66,68,65,67,65,67,65,67,66,68,60,62,60,62,60,62,66,68,53,55,50,52,50,52,50,52,53,55,50,52,44,46,44,46,44,46,50,52
225201,LM,70,72,70,72,70,72,75,77,73,75,73,75,73,75,75,77,74,76,74,76,74,76,75,77,71,73,71,73,71,73,75,77,72,74,68,70,68,70,68,70,72,74,70,72,65,67,65,67,65,67,70,72
225202,CB,59,61,59,61,59,61,61,63,60,62,60,62,60,62,61,63,61,63,61,63,61,63,62,64,62,64,62,64,62,64,62,64,64,66,63,65,63,65,63,65,64,66,64,66,64,66,64,66,64,66,64,66
225203,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
225204,CM,64,66,64,66,64,66,62,64,64,66,64,66,64,66,62,64,65,67,65,67,65,67,64,66,66,68,66,68,66,68,64,66,63,65,67,69,67,69,67,69,63,65,63,65,65,67,65,67,65,67,63,65
225206,RM,67,69,67,69,67,69,69,71,67,69,67,69,67,69,69,71,65,67,65,67,65,67,69,71,64,66,64,66,64,66,69,71,71,73,65,67,65,67,65,67,71,73,70,72,65,67,65,67,65,67,70,72
225213,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
225236,LCB,55,57,55,57,55,57,53,55,54,56,54,56,54,56,53,55,54,56,54,56,54,56,56,58,57,59,57,59,57,59,56,58,63,65,65,67,65,67,65,67,63,65,64,66,69,71,69,71,69,71,64,66
225245,ST,56,58,56,58,56,58,58,60,57,59,57,59,57,59,58,60,55,57,55,57,55,57,57,59,49,51,49,51,49,51,57,59,45,47,38,40,38,40,38,40,45,47,42,44,36,38,36,38,36,38,42,44
225252,CDM,56,58,56,58,56,58,59,61,59,61,59,61,59,61,59,61,62,64,62,64,62,64,62,64,66,68,66,68,66,68,62,64,69,71,71,73,71,73,71,73,69,71,69,71,70,72,70,72,70,72,69,71
225253,CDM,55,57,55,57,55,57,52,54,53,55,53,55,53,55,52,54,53,55,53,55,53,55,54,56,57,59,57,59,57,59,54,56,60,62,63,65,63,65,63,65,60,62,60,62,65,67,65,67,65,67,60,62
225258,RB,53,55,53,55,53,55,56,58,54,56,54,56,54,56,56,58,55,57,55,57,55,57,58,60,56,58,56,58,56,58,58,60,64,66,61,63,61,63,61,63,64,66,64,66,64,66,64,66,64,66,64,66
225261,CDM,57,59,57,59,57,59,62,64,61,63,61,63,61,63,62,64,64,66,64,66,64,66,64,66,66,68,66,68,66,68,64,66,63,65,64,66,64,66,64,66,63,65,62,64,61,63,61,63,61,63,62,64
225263,CB,55,57,55,57,55,57,52,54,54,56,54,56,54,56,52,54,54,56,54,56,54,56,54,56,57,59,57,59,57,59,54,56,63,65,66,68,66,68,66,68,63,65,65,67,72,74,72,74,72,74,65,67
225266,LW,58,60,58,60,58,60,63,65,61,63,61,63,61,63,63,65,63,65,63,65,63,65,63,65,60,62,60,62,60,62,63,65,58,60,56,58,56,58,56,58,58,60,57,59,52,54,52,54,52,54,57,59
225270,RS,67,69,67,69,67,69,61,63,64,66,64,66,64,66,61,63,60,62,60,62,60,62,59,61,53,55,53,55,53,55,59,61,44,46,41,43,41,43,41,43,44,46,42,44,40,42,40,42,40,42,42,44
225273,RWB,63,65,63,65,63,65,66,68,64,66,64,66,64,66,66,68,64,66,64,66,64,66,66,68,62,64,62,64,62,64,66,68,65,67,61,63,61,63,61,63,65,67,64,66,61,63,61,63,61,63,64,66
225279,CM,57,59,57,59,57,59,60,62,59,61,59,61,59,61,60,62,60,62,60,62,60,62,61,63,59,61,59,61,59,61,61,63,57,59,56,58,56,58,56,58,57,59,55,57,51,53,51,53,51,53,55,57
225280,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
225282,GK,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
225285,CDM,52,54,52,54,52,54,53,55,54,56,54,56,54,56,53,55,56,58,56,58,56,58,56,58,62,64,62,64,62,64,56,58,62,64,67,69,67,69,67,69,62,64,61,63,67,69,67,69,67,69,61,63
225289,ST,67,69,67,69,67,69,70,72,70,72,70,72,70,72,70,72,70,72,70,72,70,72,69,71,61,63,61,63,61,63,69,71,49,51,43,45,43,45,43,45,49,51,45,47,34,36,34,36,34,36,45,47
225293,ST,70,72,70,72,70,72,64,66,67,69,67,69,67,69,64,66,64,66,64,66,64,66,62,64,56,58,56,58,56,58,62,64,43,45,42,44,42,44,42,44,43,45,41,43,40,42,40,42,40,42,41,43
225294,RB,67,69,67,69,67,69,69,71,69,71,69,71,69,71,69,71,68,70,68,70,68,70,69,71,65,67,65,67,65,67,69,71,69,71,64,66,64,66,64,66,69,71,68,70,63,65,63,65,63,65,68,70
225295,CM,57,59,57,59,57,59,58,60,58,60,58,60,58,60,58,60,60,62,60,62,60,62,60,62,62,64,62,64,62,64,60,62,61,63,62,64,62,64,62,64,61,63,60,62,60,62,60,62,60,62,60,62
225299,CB,55,57,55,57,55,57,50,52,53,55,53,55,53,55,50,52,53,55,53,55,53,55,53,55,60,62,60,62,60,62,53,55,63,65,70,72,70,72,70,72,63,65,65,67,73,75,73,75,73,75,65,67
225305,RM,73,75,73,75,73,75,74,76,74,76,74,76,74,76,74,76,73,75,73,75,73,75,72,74,65,67,65,67,65,67,72,74,54,56,52,54,52,54,52,54,54,56,52,54,47,49,47,49,47,49,52,54
